Citing,Cited,total_citation,author_overlap,author_overlap_ratio,cite_per_bib,cite_per_ref,in_table,citation_length,occurence_in_sections,occurs_in_group,reference_overlap,distance_between_citance,tfidf_Title,tfidf_Abstract,tfidf_Citance_Title (max),tfidf_Citance_Title (avg),tfidf_Citance_Abstract (max),tfidf_Citance_Abstract (avg),pos_max,pos_avg,neg_max,neg_avg,neu_max,neu_avg,com_max,com_avg,wmd_title,wmd_abstract,wmd_body,wmd_citance_max,wmd_citance_avg,kw_title,kw_abstract,kw_body,bib_Author_overlap,bib_Title_overlap,bib_Venue_overlap,Label
C08-1003,P07-1033,2,0,0,0.090909090909091,0.03921568627451,0,97,14,1,0.136363636363636,618,0.22028815056183,0.282834371392819,0.065446429490987,0.130892858981973,0.136116273704267,0.198393638594584,0.184,0.1385,0.023,0.0115,0.884,0.85,0.9336,0.87785,0.442575967810129,0.142575583786354,0.084185572565567,0.260690770712608,0.237088689062107,2,5,14,0,0.136363636363636,0.111111111111111,1
C10-1145,P07-1033,1,0,0,0.052631578947369,0.025641025641026,0,168,11,0,0,0,0,0.048548428576753,0.062472328254701,0.062472328254701,0.199211524574643,0.199211524574643,0.03,0.03,0,0,0.97,0.97,0.6124,0.6124,0.460915703706004,0.13920859064629,0.087156230955583,0.2058356314493,0.2058356314493,0,1,11,0.033333333333333,0,0.071428571428572,1
J11-3002,P07-1033,1,0,0,0.014492753623188,0.005494505494506,0,342,13,1,0,0,0,0.049972630572504,0.143088725880252,0.143088725880252,0.162744384327046,0.162744384327046,0.107,0.107,0.009,0.009,0.884,0.884,0.986,0.986,0.53713833579387,0.160580558490674,0.083991760595591,0.129291621269371,0.129291621269371,0,2,7,0.007352941176471,0,0.06,1
P10-2056,P07-1033,3,0,0,0.3,0.130434782608696,0,151,6,1,0,2192,0.260555671056262,0.071064960681369,0.096580021481183,0.153422524850428,0.166967971382189,0.260660650632532,0.064,0.021333333333333,0.096,0.035666666666667,1,0.943333333333333,0.9246,0.1084,0.383203535797535,0.129897268086256,0.076530723685067,0.227982848522708,0.181605943762608,2,3,14,0.15,0,0,3
P13-2012,P07-1033,1,1,0.307692307692308,0.055555555555556,0.027777777777778,0,122,5,0,0,0,0,0.101992788579369,0.028262685953099,0.028262685953099,0.119794529247051,0.119794529247051,0.026,0.026,0.021,0.021,0.953,0.953,-0.0772,-0.0772,0.600879821928124,0.185337028166393,0.087730665251283,0.154311147463145,0.154311147463145,0,3,6,0.022727272727273,0,0.0625,1
C08-1135,P07-1056,1,0,0,0.058823529411765,0.028571428571429,0,165,17,0,0,0,0.126363739665044,0.12072930014818,0.157959408070633,0.157959408070633,0.285717288788407,0.285717288788407,0.03,0.03,0.012,0.012,0.958,0.958,0.2382,0.2382,0.373576242383792,0.125790525923955,0.066190995474658,0.108088166503782,0.108088166503782,2,6,18,0.135135135135135,0,0.083333333333333,0
P08-2059,P07-1056,2,1,0.5,0.133333333333333,0.074074074074074,0,147,5,0,0,24,0,0.069547857212761,0.057635196043626,0.057635196043626,0.088091675099281,0.088091675099281,0.065,0.065,0.086,0.086,0.849,0.849,-0.6428,-0.6428,0.390784469448734,0.207513212810805,0.114922148756779,0.239284599839375,0.239284599839375,0,4,9,0.093023255813954,0,0.181818181818182,2
P08-2065,P07-1056,2,0,0,0.5,0.153846153846154,0,117,7,0,0,503,0.348993907955269,0.224764786284007,0.136708715842101,0.246223785737332,0.206375992225668,0.292372555332976,0.072,0.0425,0.091,0.061,0.956,0.897,-0.3818,-0.39185,0.427289153268236,0.184999100575959,0.085962892256602,0.177189024548357,0.171117685500161,2,3,16,0,0,0,2
P11-1014,P07-1056,4,0,0,0.2,0.086956521739131,0,209.5,9,1,0.2,2006.66666666667,0.233096395754034,0.282274557532425,0.168807022269709,0.220678223724884,0.236134676064513,0.311446545180494,0.07,0.05475,0.058,0.019,0.944,0.92625,0.8689,0.439325,0.33044835414549,0.114566558239391,0.081143101585238,0.209683283024744,0.14305334744432,2,6,19,0.177777777777778,0.2,0.071428571428572,3
P11-2049,P08-2026,1,1,0.8,0.058823529411765,0.029411764705882,0,56,6,1,0,0,0,0.040697004856203,0.048165988942294,0.048165988942294,0.053892553172153,0.053892553172153,0.096,0.096,0.048,0.048,0.856,0.856,0.1779,0.1779,0.444499893958737,0.170096161111217,0.126930287434998,0.226202366862128,0.226202366862128,0,4,6,0,0,0,0
D10-1099,P09-1113,15,0,0,0.625,0.263157894736842,1,91.9333333333333,33,1,0.125,2635.5,0.304125741875493,0.121555783624421,0.065953001878425,0.206574321336074,0.060421754868669,0.112953856218039,0.115,0.0222,0.052,0.016133333333333,1,0.9618,0.8126,0.099773333333333,0.324936318573128,0.120492230927669,0.054936439011562,0.313939512094581,0.196606066022064,3,7,11,0.189655172413793,0.125,0.043478260869565,2
P12-1076,P09-1113,7,0,0,0.333333333333333,0.101449275362319,0,105.142857142857,20,1,0.190476190476191,3581,0.450268144655627,0.16524003722947,0.10153222050105,0.253475493196796,0.081145146917107,0.163585698506819,0.062,0.030571428571429,0.104,0.038857142857143,1,0.930142857142857,0.4541,-0.1177,0.309228389306235,0.164226694956543,0.086272073258768,0.328613105213848,0.216378701256552,4,9,12,0.196428571428571,0.190476190476191,0.117647058823529,3
N13-1008,P09-1113,3,0,0,0.096774193548387,0.048387096774194,0,145.333333333333,15,1,0.096774193548387,3441.5,0.201993092497918,0.138370409613041,0.088247161348632,0.143655233739005,0.09209352998066,0.104000134416202,0.044,0.018,0.018,0.008666666666667,0.992,0.973333333333333,0.4215,0.157633333333333,0.377031513991837,0.13800443591896,0.075524771455208,0.151394277554554,0.139722418337621,2,8,7,0.166666666666667,0.096774193548387,0.033333333333333,2
D12-1003,P11-2071,2,1,0.4,0.05,0.016528925619835,0,127,20,0,0,55,0,0.100986916915774,0,0,0.080834282633316,0.080834282633316,0,0,0.128,0.128,0.872,0.872,-0.9217,-0.9217,0.468130712220748,0.197767994994987,0.060305909298927,0.34080425607082,0.34080425607082,0,4,11,0.094117647058824,0,0.032258064516129,1
D12-1025,P11-2071,1,0,0,0.052631578947369,0.021739130434783,0,112,22,1,0.105263157894737,0,0.304125741875493,0.08927737909999,0.216678273221764,0.216678273221764,0.133419912801581,0.133419912801581,0.052,0.052,0.023,0.023,0.926,0.926,0.4939,0.4939,0.359862760003396,0.189740936581545,0.083768428933,0.187006412708826,0.187006412708826,2,4,14,0.5,0.105263157894737,0.055555555555556,0
D13-1109,P11-2071,1,0,0,0.027027027027027,0.018867924528302,0,275,13,0,0.054054054054054,0,0.184431916622613,0.19733458292807,0.073731680260939,0.073731680260939,0.105453397185082,0.105453397185082,0.113,0.113,0.045,0.045,0.842,0.842,0.9603,0.9603,0.300049174582021,0.149796868965313,0.082094809507801,0.161367773829099,0.161367773829099,2,9,23,0.178947368421053,0.054054054054054,0.157894736842105,2
P13-2072,P11-2071,1,0,0,0.071428571428572,0.032258064516129,0,186,6,1,0,0,0.137543604555862,0.082239887358688,0.059131626069454,0.059131626069454,0.123779174987201,0.123779174987201,0.076,0.076,0.021,0.021,0.903,0.903,0.7891,0.7891,0.294530399126164,0.196958540190703,0.083365994116878,0.207544611424269,0.207544611424269,2,2,8,0.177777777777778,0,0.111111111111111,0
W95-0104,P94-1013,3,0,0,0.333333333333333,0.088235294117647,0,152.666666666667,9,0,0,1895,0,0.122868823355534,0.033747754028406,0.101243262085216,0.089829937966869,0.154017027449894,0.179,0.117666666666667,0.052,0.035666666666667,0.897,0.847,0.9535,0.763466666666667,0.247281180061172,0.164719055856638,0.075682082463591,0.230041703098976,0.188724268126928,0,10,17,0.058823529411765,0,0.25,3
W99-0613,P95-1026,0,0,0,0,0,1,85.125,17,0,0,2094,0.093494774975367,0.053392269142139,0.032615192241276,0.162481145482982,0.06925032503313,0.126539075624251,0.145,0.0515,0.026,0.007875,1,0.940625,0.9725,0.33675,0.956501072090094,0.159493227004123,0.111541399913737,0.734383373008452,0.362724929138754,1,2,9,0.08,0,0.117647058823529,3
P02-1046,P95-1026,1,0,0,0.2,0.05,1,82,9,1,0,0,0,0.102087331351449,0,0,0.009811225531281,0.009811225531281,0.068,0.068,0,0,0.932,0.932,0.6705,0.6705,1.11582376358087,0.193245903369341,0.139498270425962,0.198995913303056,0.198995913303056,0,3,7,0.125,0,0,3
J04-3004,P95-1026,1,0,0,0.166666666666667,0.014285714285714,1,79,17,0,0.166666666666667,0,0,0.138629395126764,0.028496785129117,0.028496785129117,0.080505591011481,0.080505591011481,0,0,0,0,1,1,0,0,1.02916786123302,0.233808757952618,0.182085788166672,0.194890969296618,0.194890969296618,0,4,8,0.090909090909091,0.166666666666667,0.166666666666667,3
P01-1008,P95-1026,1,0,0,0.037037037037037,0.020408163265306,0,73,8,1,0,0,0,0.069418259380943,0.099145114256739,0.099145114256739,0.04818370576516,0.04818370576516,0.065,0.065,0,0,0.935,0.935,0.5574,0.5574,1.04107532316023,0.209011209836983,0.108810652503154,0.212773538395218,0.212773538395218,0,4,8,0.040816326530612,0,0.214285714285714,0
C08-1135,P95-1026,0,0,0,0,0,0,77,17,0,0.058823529411765,0,0.145874390820565,0.065347912128465,0.083874781628354,0.083874781628354,0.110830994955536,0.110830994955536,0,0,0.037,0.037,0.963,0.963,-0.4019,-0.4019,0.955241768372355,0.123763683519804,0.090796962370141,0.106479072746481,0.106479072746481,2,2,11,0.027027027027027,0.058823529411765,0.083333333333333,0
P07-1125,P95-1026,1,0,0,0.052631578947369,0.025641025641026,0,119,24,1,0,0,0.07780894359285,0.060251731197594,0,0,0.042590017651952,0.042590017651952,0.123,0.123,0,0,0.877,0.877,0.9258,0.9258,1.01198363725813,0.173264963394869,0.089993692883475,0.218826210970579,0.218826210970579,0,2,9,0.048780487804878,0,0.111111111111111,0
A00-2015,P96-1025,4,0,0,0.333333333333333,0.075471698113208,0,182.25,7,1,0,1797.33333333333,0.137543604555862,0.074670048657397,0.008379304676582,0.018090004855181,0.043251330205638,0.080374099932768,0.075,0.034,0.022,0.0095,1,0.9565,0.8885,0.222125,0.321955420907295,0.21941187263358,0.102020454159949,0.27740300714188,0.176483508691534,2,4,10,0.136363636363636,0,0.111111111111111,1
A97-1004,P96-1025,1,0,0,0.083333333333333,0.058823529411765,0,67,4,1,0.083333333333333,0,0,0.035236401764796,0,0,0.05146195889811,0.05146195889811,0.139,0.139,0.066,0.066,0.795,0.795,0.4767,0.4767,0.423713626166615,0.179628492181642,0.095136154173197,0.223451069649045,0.223451069649045,0,2,12,0,0.083333333333333,0.181818181818182,0
C00-1017,P96-1025,1,0,0,0.0625,0.5,0,500,10,0,0,0,0,0.055259108486949,0.042585288440238,0.042585288440238,0.068292975644349,0.068292975644349,0.119,0.119,0.004,0.004,0.877,0.877,0.995,0.995,0.659453315484448,0.173414385714178,0.113712778089554,0.174350363666765,0.174350363666765,0,6,7,0,0,0.066666666666667,0
C00-1029,P96-1025,0,0,0,0,0,0,76,4,0,0,0,0.08457986080147,0.073397147758454,0,0,0.047227640166762,0.047227640166762,0,0,0.058,0.058,0.942,0.942,-0.5093,-0.5093,0.519169391072192,0.169601269793289,0.115295762088039,0.253365775669873,0.253365775669873,0,4,11,0,0,0.230769230769231,0
C00-1043,P96-1025,1,0,0,0.125,0.5,0,52,6,0,0,0,0,0.069664810409122,0,0,0.009870630400165,0.009870630400165,0.048,0.048,0,0,0.952,0.952,0.34,0.34,0.43616680386413,0.191215513543083,0.090470696061194,0.183231135801452,0.183231135801452,0,3,7,0,0,0.125,1
C00-1051,P96-1025,3,0,0,0.166666666666667,0.081081081081081,0,167.333333333333,6,1,0,594.5,0.07780894359285,0.084284954054374,0.062354310591435,0.156886333030543,0.084295759359387,0.144679492432692,0.072,0.039,0.076,0.051666666666667,0.955,0.909,0.2484,-0.2924,0.428327526385903,0.178650978109797,0.09884747536963,0.178698318142985,0.156602168480544,0,7,9,0.027027027027027,0,0.071428571428572,1
C00-2141,P96-1025,1,0,0,0.058823529411765,0.055555555555556,0,84,11,1,0.117647058823529,0,0,0.075827171444782,0.23302410928887,0.23302410928887,0.201073817204264,0.201073817204264,0.093,0.093,0,0,0.907,0.907,0.7845,0.7845,0.36187662189755,0.178752113896746,0.16807192397132,0.186042390858388,0.186042390858388,0,5,15,0.266666666666667,0.117647058823529,0.066666666666667,0
C00-2146,P96-1025,1,0,0,0.1,0.043478260869565,0,114,5,0,0.1,0,0,0.100509413397031,0.039888923333704,0.039888923333704,0.017291209448598,0.017291209448598,0.015,0.015,0,0,0.985,0.985,0.1655,0.1655,0.564854894192705,0.20446982686214,0.112027395055795,0.21046658661003,0.21046658661003,0,7,8,0.285714285714286,0.1,0.222222222222222,0
C02-1112,P96-1025,1,0,0,0.0625,0.032258064516129,0,118,12,1,0.0625,0,0,0.039484700045656,0.057026701677777,0.057026701677777,0.058764951619958,0.058764951619958,0.031,0.031,0.102,0.102,0.867,0.867,-0.8338,-0.8338,0.432841483351084,0.224889464185308,0.088079103924639,0.174280803467718,0.174280803467718,0,4,10,0.125,0.0625,0.133333333333333,1
E03-1051,P96-1025,1,0,0,0.03125,0.020408163265306,0,172,7,1,0.03125,0,0,0.022020475148597,0.072582673533242,0.072582673533242,0.071700687487691,0.071700687487691,0.057,0.057,0.064,0.064,0.879,0.879,-0.2732,-0.2732,0.455146843179538,0.214835983119117,0.089272130602781,0.231527366410312,0.231527366410312,0,2,10,0.117647058823529,0.03125,0.090909090909091,0
E06-1012,P96-1025,3,0,0,0.1875,0.075,0,163,11,1,0,1618.5,0.105992131350932,0.120392649705957,0.007769368713864,0.023308106141593,0.066046820950227,0.079369571297811,0.105,0.060333333333333,0.023,0.007666666666667,0.955,0.932,0.8225,0.533533333333333,0.39163487184674,0.174316756795481,0.111853694300187,0.266747072717071,0.196047140299023,1,6,16,0,0,0.125,2
E09-1097,P96-1025,2,0,0,0.095238095238095,0.048780487804878,0,68,18,0,0.047619047619048,169,0.05612175491366,0.121136275694191,0.013441309075952,0.026882618151905,0.024784249229779,0.031882947484666,0.092,0.0595,0.026,0.013,0.973,0.9275,0.3182,0.2957,0.384234854804799,0.179221077321919,0.102655407331892,0.240367475707987,0.19830839091671,1,6,12,0,0.047619047619048,0.105263157894737,2
E99-1025,P96-1025,1,0,0,0.043478260869565,0.025641025641026,0,128,10,1,0,0,0.093494774975367,0.054406221001191,0.051342371412231,0.051342371412231,0.060427238646094,0.060427238646094,0.063,0.063,0.031,0.031,0.906,0.906,0.5719,0.5719,0.504972239205502,0.217720327991824,0.10735927161378,0.27737591007069,0.27737591007069,0,4,14,0.036363636363636,0,0.117647058823529,0
J06-2003,P96-1025,1,0,0,0.020408163265306,0.007352941176471,0,212,30,0,0.061224489795918,0,0.07244081925042,0.039773585165046,0.014122262382768,0.014122262382768,0.055941435385478,0.055941435385478,0.075,0.075,0.046,0.046,0.879,0.879,-0.5768,-0.5768,0.320779735504356,0.152176845537255,0.093580096185364,0.149801858813631,0.149801858813631,1,2,12,0,0.021276595744681,0.090909090909091,1
J08-3003,P96-1025,4,0,0,0.076923076923077,0.028368794326241,0,64.75,28,1,0.019230769230769,407.333333333333,0,0.090222400679728,0.038611963959941,0.085456532332135,0.081422918817622,0.105267164069192,0.039,0.01375,0.024,0.006,1,0.98025,0.1779,-0.0185,0.477961970283175,0.201317139491051,0.097278456940907,0.376231998731126,0.238952383930281,0,5,17,0,0.019230769230769,0.064516129032258,2
J11-3004,P96-1025,2,0,0,0.041666666666667,0.009259259259259,0,98,32,0,0.125,1485,0,0.035260049847914,0.062285219315759,0.084654576005806,0.048849890175992,0.075199234736475,0.041,0.0335,0.017,0.0085,0.974,0.9575,0.3582,0.3271,0.298016034761178,0.17555242958567,0.080411063633026,0.217701741276433,0.195400878173222,0,2,9,0,0.023809523809524,0.027777777777778,3
M98-1009,P96-1025,1,0,0,0.125,0.058823529411765,0,87,0,0,0.375,0,0,0.089076395417682,0.023805800016571,0.023805800016571,0.098815845051637,0.098815845051637,0.055,0.055,0,0,0.945,0.945,0.5719,0.5719,0.93980543273248,0.195286863587438,0.102180462642495,0.174999050691117,0.174999050691117,0,5,12,0.076923076923077,0.285714285714286,0.333333333333333,1
P10-1002,P96-1025,1,0,0,0.028571428571429,0.014705882352941,0,125,14,0,0,0,0.07780894359285,0.07533559943529,0.016625615959274,0.016625615959274,0.050002214370674,0.050002214370674,0.031,0.031,0,0,0.969,0.969,0.4215,0.4215,0.359212525109155,0.184240806626877,0.105933281570468,0.150560746704169,0.150560746704169,1,8,11,0,0,0.111111111111111,2
P11-2123,P96-1025,1,0,0,0.038461538461539,0.024390243902439,0,146,9,0,0,0,0,0.121103300535255,0.077670760023228,0.077670760023228,0.085821122417834,0.085821122417834,0.083,0.083,0,0,0.917,0.917,0.872,0.872,0.35860674153244,0.129823312151467,0.09315019223468,0.152046068230739,0.152046068230739,0,7,13,0,0,0.090909090909091,0
P98-1091,P97-1003,1,0,0,0.076923076923077,0.045454545454546,0,184,4,0,0,0,0,0.04584334055495,0,0,0.084760679668123,0.084760679668123,0.089,0.089,0.015,0.015,0.895,0.895,0.9182,0.9182,0.360050353757309,0.261272896652539,0.11188350014671,0.180825051437201,0.180825051437201,0,4,11,0,0,0.111111111111111,0
P98-1106,P97-1003,1,0,0,0.0625,0.041666666666667,0,158,7,0,0,0,0,0.091811255036247,0.045948135593545,0.045948135593545,0.094495125320324,0.094495125320324,0.109,0.109,0.017,0.017,0.875,0.875,0.9393,0.9393,0.353068357802869,0.141531592267707,0.15717786846702,0.171515137201725,0.171515137201725,0,5,8,0,0,0.153846153846154,1
P98-2148,P97-1003,1,0,0,0.071428571428572,0.03030303030303,0,400,13,0,0,0,0,0.194379486252791,0.052205806556118,0.052205806556118,0.154297246239091,0.154297246239091,0.033,0.033,0.04,0.04,0.927,0.927,-0.7013,-0.7013,0.444808173164073,0.145371323105398,0.137213180062489,0.127614288435092,0.127614288435092,0,4,6,0.171428571428571,0,0.166666666666667,0
P98-2234,P97-1003,1,0,0,0.071428571428572,0.027027027027027,0,90,9,1,0,0,0,0.050458019282039,0.05960844557381,0.05960844557381,0.105204171093629,0.105204171093629,0.044,0.044,0.048,0.048,0.908,0.908,-0.1027,-0.1027,0.468427144184837,0.213315887359203,0.138022740221465,0.180248447133551,0.180248447133551,0,3,10,0.178571428571429,0,0.166666666666667,0
P99-1059,P97-1003,2,0,0,0.08,0.046511627906977,0,93.5,6,1,0,3129,0.073574746105895,0.034701763057701,0.046226335255148,0.052982505962623,0.053611846658635,0.068143001764808,0.085,0.067,0.07,0.0425,0.9,0.8905,0.8374,0.2937,0.401663881816715,0.200905321293845,0.096848118893498,0.227745035069681,0.184339700716631,1,1,13,0.233333333333333,0,0.083333333333333,1
P99-1065,P97-1003,0,1,0.25,0,0,0,107,17,0,0.230769230769231,3175,0.150640184987065,0.201389607857317,0.014307909072761,0.038321046810365,0.150532981085282,0.233116994545575,0.095,0.031714285714286,0.054,0.012,1,0.956285714285714,0.9703,0.194785714285714,0.500707959835676,0.126914243055106,0.090051846795933,0.255914528010323,0.191046224366404,1,10,17,0.368421052631579,0.230769230769231,0.181818181818182,3
P00-1058,P97-1003,0,0,0,0,0,1,40,8,0,0,1197,0.206136966068286,0.162938815602906,0,0,0.037574081299948,0.09104434883506,0.018,0.0045,0.053,0.02275,1,0.97275,0,-0.16455,0.415516269116657,0.186901890488099,0.124526969677838,1.08579851632388,0.618548536067628,2,7,20,0,0,0.125,2
P00-1060,P97-1003,2,0,0,0.133333333333333,0.071428571428572,0,156.5,7,0,0,456,0.178566215557575,0.041007060023443,0.135013284025201,0.167302668106736,0.095374353698376,0.127193169974356,0.035,0.0275,0.044,0.022,0.965,0.9505,0.5267,-0.0151,0.36341789224101,0.21459436462174,0.166923834348013,0.181651644066248,0.157473089294243,2,4,9,0.147058823529412,0,0.166666666666667,0
P00-1061,P97-1003,1,0,0,0.052631578947369,0.03030303030303,0,244,9,0,0,0,0,0.05173419277829,0.162014406115706,0.162014406115706,0.05744177697804,0.05744177697804,0.081,0.081,0.013,0.013,0.907,0.907,0.9413,0.9413,0.34832451468207,0.217435567779692,0.150750518920662,0.153817172385177,0.153817172385177,0,2,6,0,0,0.125,0
P00-1065,P97-1003,0,0,0,0,0,0,114,9,0,0,0,0,0.013461723703338,0.025067628039118,0.025067628039118,0.050506881079649,0.050506881079649,0.022,0.022,0,0,0.978,0.978,0.1027,0.1027,0.482327110464628,0.242630313944411,0.143321845104197,0.187044017335472,0.187044017335472,0,1,11,0,0,0.076923076923077,1
P02-1018,P97-1003,1,0,0,0.083333333333333,0.028571428571429,0,126,7,1,0,0,0,0.028785869504335,0.024402629717382,0.024402629717382,0.049126066005417,0.049126066005417,0.068,0.068,0.038,0.038,0.894,0.894,0.1898,0.1898,0.359558153363406,0.195838983845089,0.170125149914062,0.19754507509431,0.19754507509431,0,2,7,0,0,0.222222222222222,0
P02-1031,P97-1003,1,0,0,0.066666666666667,0.5,0,37,3,0,0,0,0.112342778915428,0.055473028758167,0.053996509547043,0.053996509547043,0.054123434031587,0.054123434031587,0.101,0.101,0,0,0.899,0.899,0.3818,0.3818,0.35793436653966,0.212162879451263,0.142915037382105,0.20245391384033,0.20245391384033,1,3,11,0.046511627906977,0,0.066666666666667,1
P02-1043,P97-1003,2,0,0,0.133333333333333,0.055555555555556,0,238,13,1,0,158,0.519387993312916,0.08906796077764,0,0,0.101285441176101,0.101285441176101,0.037,0.037,0.006,0.006,0.957,0.957,0.8091,0.8091,0.287325753253893,0.16506195419542,0.116520398714552,0.15207520692545,0.15207520692545,4,5,11,0,0,0.25,2
P03-1002,P97-1003,2,0,0,0.142857142857143,0.033333333333333,0,224.5,7,1,0,2007,0,0.040079152906193,0.014328246684085,0.028656493368171,0.054368632180797,0.081075500147874,0.04,0.0275,0.089,0.0585,0.957,0.9145,-0.34,-0.62745,0.49439586840269,0.195704753256487,0.12318174563862,0.169115940812061,0.166717573023669,0,2,6,0,0,0.181818181818182,1
P03-1013,P97-1003,13,0,0,0.722222222222222,0.147727272727273,1,104.384615384615,17,1,0,2380.25,0.093494774975367,0.150476720240874,0.057754252423143,0.202429990382417,0.09695309400349,0.13815450630372,0.084,0.043384615384615,0.096,0.024307692307692,1,0.932307692307692,0.7391,0.204384615384615,0.341848122458268,0.162517554972552,0.113100775619305,0.250863517299689,0.190762412686173,1,7,15,0,0,0.142857142857143,3
P03-1055,P97-1003,4,0,0,0.210526315789474,0.097560975609756,0,91,16,1,0,1139.33333333333,0,0.036146722581499,0.020052880809784,0.080211523239135,0.052588065472794,0.078363004743214,0.064,0.04475,0.118,0.0575,0.956,0.8975,0.2023,-0.2753,0.456169218821713,0.225597035634324,0.111311483679404,0.222403128498296,0.190608076320777,0,3,10,0,0,0.142857142857143,2
P04-1043,P97-1003,1,0,0,0.071428571428572,0.019230769230769,0,104,12,0,0,0,0.101630669791127,0.018450359030053,0,0,0.02682345530416,0.02682345530416,0.024,0.024,0,0,0.976,0.976,0.1027,0.1027,0.450011667381933,0.200255080752853,0.127915253587984,0.157578644078867,0.157578644078867,1,2,8,0.08,0,0.222222222222222,1
P04-1047,P97-1003,1,0,0,0.047619047619048,0.014925373134328,0,80,9,1,0,0,0,0.011840012629669,0.032301997929863,0.032301997929863,0.02100610276942,0.02100610276942,0,0,0.033,0.033,0.967,0.967,-0.34,-0.34,0.356454222727718,0.165249379255042,0.133567764218947,0.212437228308455,0.212437228308455,0,2,4,0.046511627906977,0,0.105263157894737,0
P04-1082,P97-1003,1,0,0,0.1,0.016666666666667,0,232,13,0,0,0,0,0.029080771758384,0,0,0.010408039001962,0.010408039001962,0.03,0.03,0.095,0.095,0.875,0.875,-0.9292,-0.9292,0.414173202859972,0.198052267763978,0.140717280578849,0.154328303036484,0.154328303036484,0,3,10,0.6,0,0.25,0
P05-1006,P97-1003,1,0,0,0.076923076923077,0.033333333333333,0,95,14,1,0,0,0,0.008717977068682,0.057408919990357,0.057408919990357,0.027973036045837,0.027973036045837,0.027,0.027,0,0,0.973,0.973,0.1027,0.1027,0.383872110154468,0.217702706569806,0.148972034647005,0.176363323387001,0.176363323387001,0,2,3,0,0,0.111111111111111,1
P05-1018,P97-1003,1,0,0,0.038461538461539,0.018867924528302,0,99,10,0,0,0,0,0.082135910526412,0.030915141855092,0.030915141855092,0.041007060023443,0.041007060023443,0.068,0.068,0.027,0.027,0.905,0.905,0.2732,0.2732,0.433833410915157,0.189605058073973,0.175798389674177,0.164626785365244,0.164626785365244,0,4,3,0.019230769230769,0,0.166666666666667,1
P02-1053,P97-1023,6,0,0,0.428571428571429,0.117647058823529,0,100.333333333333,6,1,0,2146.6,0.194314340168581,0.122109457783237,0.2769572262833,0.407908799258321,0.163938580613745,0.341313988900947,0.071,0.0495,0.09,0.058333333333333,0.946,0.892166666666667,0.6577,-0.069683333333333,0.445231922665324,0.148170708512491,0.084789545238874,0.213031067817869,0.191653626999239,2,8,14,0,0,0.090909090909091,3
P04-1014,W01-0521,1,1,0.6,0.052631578947369,0.018867924528302,0,351,9,0,0.052631578947369,0,0,0.108317807777524,0.012170053055308,0.012170053055308,0.115810370213735,0.115810370213735,0.088,0.088,0.015,0.015,0.897,0.897,0.9807,0.9807,0.530678780177021,0.182899473563644,0.092223777519273,0.20814597554969,0.20814597554969,0,4,12,0.032258064516129,0.052631578947369,0.181818181818182,0
P06-1043,W01-0521,5,0,0,0.333333333333333,0.086206896551724,1,155.6,14,1,0.133333333333333,700,0.127359529794794,0.180268662295029,0.064712810993657,0.114376355639994,0.060781328984564,0.082039128209618,0.098,0.054,0,0,1,0.946,0.9117,0.68942,0.433393200799191,0.183796391839084,0.106662054162948,0.325854478738736,0.232608372945437,1,13,18,0.121212121212121,0.133333333333333,0.076923076923077,3
P10-1036,W01-0521,2,1,0.142857142857143,0.052631578947369,0.028985507246377,0,82,16,0,0.026315789473684,3817,0,0.104826186693291,0.07595385675795,0.077225387965603,0.063091991042877,0.070545016404786,0.101,0.081,0,0,0.939,0.919,0.7796,0.62815,0.382225707079053,0.131096011635137,0.114020115557093,0.1802789782657,0.178733541085996,0,3,11,0.054054054054054,0.026315789473684,0.064516129032258,1
W05-1516,W01-0521,1,0,0,0.045454545454546,0.021276595744681,0,180,8,0,0.045454545454546,0,0,0.144003795855986,0.056434013668158,0.056434013668158,0.058046743027731,0.058046743027731,0.067,0.067,0.012,0.012,0.921,0.921,0.8689,0.8689,0.467401293974774,0.175912010168519,0.070438473007951,0.245393263597473,0.245393263597473,0,6,15,0.068965517241379,0.045454545454546,0.157894736842105,0
D09-1085,W01-0521,1,0,0,0.038461538461539,0.020408163265306,0,88,11,1,0.115384615384615,0,0.127359529794794,0.127667307960639,0.084187981111946,0.084187981111946,0.053202859428655,0.053202859428655,0.14,0.14,0.083,0.083,0.777,0.777,0.6486,0.6486,0.397974921536714,0.17579920864065,0.080897807731657,0.211234593205669,0.211234593205669,1,5,11,0.056603773584906,0.115384615384615,0.090909090909091,0
W03-0422,W02-1001,1,1,0.4,0.2,0.083333333333333,0,63,8,1,0,0,0.056297157575071,0,0.04676422018063,0.04676422018063,0.064428285495983,0.064428285495983,0.054,0.054,0,0,0.946,0.946,0.4939,0.4939,0.391514536178048,0.391514536178048,0.117652580229035,0.180268376114886,0.180268376114886,0,0,16,0,0,0.2,2
W04-0824,W02-1001,2,0,0,0.333333333333333,0.117647058823529,0,120.5,7,1,0,880,0,0.027216617306037,0.061890091797889,0.062975820183473,0.045403455657902,0.056655855260683,0.009,0.0045,0,0,1,0.9955,0.0857,0.04285,0.471659075974932,0.189195555245809,0.14034727910276,0.186136765786305,0.179356012277289,0,2,11,0,0,0,2
